ID	gene	Organism	Genus	Genus__colour	Source	Source__colour	Accesion/Region	Position	start	end	Strand	Class1	Class1__colour	Class2	Class2__colour	Class3	Class3__colour	Product	Similarity	completeness	distance	TCS	TCS_gene	Pfam
fig|6666666.867962.peg.6839	cds342312_343638	Streptomyces_VB1 sp.	Streptomyces	#3333FF	Chile	#FF6600	45.3	8934..10259	8934	10259	+	Other	#191970					coelimycin P1	8	complete	299	tcs	fig|6666666.867962.peg.6838	PF00486.31
fig|6666666.867962.peg.7112	cds628681_629899	Streptomyces_VB1 sp.	Streptomyces	#3333FF	Chile	#FF6600	45.6	33941..35158	33941	35158	-	Polyketide	#F4A460					herboxidiene	6	complete	880	tcs	fig|6666666.867962.peg.7111	PF00196.22
fig|6666666.867963.peg.3004	cds538576_539851	Streptomyces_Vc67-4 sp.	Streptomyces	#3333FF	Chile	#FF6600	13.3	79062..80336	79062	80336	+	Polyketide	#F4A460					sceliphrolactam	88	complete	838	tcs	fig|6666666.867963.peg.3005	PF00196.22
fig|6666666.871043.peg.2075	cds24437_25604	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	7.1	2269..3435	2269	3435	+	NRP	#2E8B57					heterobactin A / heterobactin S2	63	complete	893	tcs	fig|6666666.871043.peg.2076	PF00196.22
fig|6666666.871043.peg.4045	cds412171_415999	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	1.2	5627..9454	5627	9454	+	NRP	#2E8B57						0	complete	765	orphan	
fig|6666666.871043.peg.5408	cds302653_304384	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	20.3	21460..23190	21460	23190	-	Polyketide	#F4A460						0	complete	940	orphan	
fig|6666666.871043.peg.5559	cds464409_466239	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	20.4	32734..34563	32734	34563	+	NRP	#2E8B57	Terpene	#800080	Other	#191970	lobosamide A / lobosamide B / lobosamide C	4	complete	1515	tcs	fig|6666666.871043.peg.5560	PF00196.22
fig|6666666.871043.peg.5674	cds589182_589962	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	20.5	2315..3094	2315	3094	+	Other	#191970					ectoine	100	complete	765	tcs	fig|6666666.871043.peg.5673	PF00486.31
fig|6666666.871043.peg.6517	cds214391_215630	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	14.1	39516..40754	39516	40754	-	NRP	#2E8B57					calicheamicin	4	complete	568	tcs	fig|6666666.871043.peg.6516	PF00196.22
fig|6666666.871043.peg.702	cds751666_752863	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	9.2	75543..76739	75543	76739	-	NRP	#2E8B57	RiPP	#4169E1			berninamycin A	26	complete	1195	orphan	
fig|6666666.871044.peg.696	cds717405_718608	Streptomyces sp. CC210A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	5.3	8511..9713	8511	9713	-	Other	#191970					coelimycin P1	8	complete	894	tcs	fig|6666666.871044.peg.695	PF00196.22
fig|6666666.871046.peg.5936	cds210696_211974	Streptomyces sp. CC228A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	1.3	13490..14767	13490	14767	-	NRP	#2E8B57					dechlorocuracomycin	20	complete	495	tcs	fig|6666666.871046.peg.5935	PF00196.22
fig|6666666.871046.peg.5941	cds215719_217078	Streptomyces sp. CC228A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	1.3	18513..19871	18513	19871	+	NRP	#2E8B57					dechlorocuracomycin	20	complete	495	tcs	fig|6666666.871046.peg.5940	PF00196.22
fig|6666666.883177.peg.6211	cds5280932_5282111	Streptomyces sp. SS52	Streptomyces	#3333FF			1.14	2075..3253	2075	3253	-	Polyketide	#F4A460					spore pigment	58	complete	1374	tcs	fig|6666666.883177.peg.6159	PF08279.15
fig|6666666.883177.peg.6236	cds5302758_5304783	Streptomyces sp. SS52	Streptomyces	#3333FF			1.14	23901..25925	23901	25925	-	Polyketide	#F4A460					spore pigment	58	complete	1374	orphan	
fig|6666666.883177.peg.7360	cds6321944_6323660	Streptomyces sp. SS52	Streptomyces	#3333FF			1.18	74696..76411	74696	76411	-	NRP	#2E8B57	Polyketide	#F4A460			CDA1b / CDA2a / CDA2b / CDA3a / CDA3b / CDA4a / CDA4b	72	complete	1890	orphan	
fig|6666666.883305.peg.4261	cds3579594_3580704	Streptomyces cavernau (antesactinokineospora)	Streptomyces	#3333FF			3.16	14481..15590	14481	15590	+	Polyketide	#F4A460					metatricycloene	6	complete	1659	tcs	fig|6666666.883305.peg.4262	PF00196.22
fig|6666666.883305.peg.8611	cds7319503_7320283	Streptomyces cavernau (antesactinokineospora)	Streptomyces	#3333FF			3.27	35882..36661	35882	36661	+	NRP	#2E8B57	Other	#191970			coelichelin	81	complete	969	orphan	
